sweep,param,algorithm,trial,time_avg_spread,min_group_reach,runtime_s,n_seeds,round0_cost,group0_reach,group1_reach,group2_reach,group3_reach
q,0.0,kkt_greedy,0,192.03333333333333,0.8233333333333334,0.20922361799999933,20,100,0.8522435897435899,0.8662601626016261,0.883333333333333,0.8233333333333334
q,0.0,fair_greedy,0,192.56666666666666,0.8496794871794872,0.17480459400000115,20,100,0.8496794871794872,0.8524390243902442,0.9111111111111109,0.8949999999999999
q,0.0,imm,0,194.9,0.8618589743589743,0.18244432999999916,20,100,0.8618589743589743,0.87520325203252,0.9018518518518516,0.8633333333333333
q,0.0,robust_kempe,0,191.63333333333333,0.8111111111111111,0.19692855299999934,15,75,0.8596153846153848,0.8508130081300813,0.8111111111111111,0.8933333333333331
q,0.0,mf_bwi_fair,0,201.2,0.8830128205128206,2.6529629360000015,,,0.8830128205128206,0.9000000000000004,0.9537037037037034,0.9199999999999999
q,0.0,repeated_greedy,0,202.46666666666667,0.8783333333333333,43.292005524000004,,,0.9163461538461538,0.8890243902439025,0.9277777777777776,0.8783333333333333
q,0.05,kkt_greedy,0,186.36666666666667,0.7699999999999998,0.1793997119999915,20,100,0.8490384615384615,0.8284552845528453,0.8185185185185182,0.7699999999999998
q,0.05,fair_greedy,0,182.76666666666668,0.8060897435897437,0.15838275000000124,20,100,0.8060897435897437,0.810569105691057,0.8962962962962961,0.8166666666666665
q,0.05,imm,0,187.73333333333332,0.8166666666666668,0.16017472100000418,20,100,0.8496794871794874,0.8166666666666668,0.8703703703703701,0.8366666666666666
q,0.05,robust_kempe,0,181.6,0.6648148148148149,0.15909136999999873,15,75,0.8217948717948718,0.8158536585365855,0.6648148148148149,0.8633333333333332
q,0.05,mf_bwi_fair,0,196.63333333333333,0.8637820512820512,2.449778706999993,,,0.8637820512820512,0.8800813008130084,0.9259259259259258,0.8983333333333332
q,0.05,repeated_greedy,0,198.53333333333333,0.8203703703703703,41.62661963699999,,,0.905128205128205,0.8703252032520326,0.8203703703703703,0.913333333333333
q,0.1,kkt_greedy,0,176.0,0.6962962962962962,0.16946351699999695,20,100,0.8131410256410254,0.7808943089430893,0.6962962962962962,0.7433333333333334
q,0.1,fair_greedy,0,179.76666666666668,0.7810897435897435,0.1619229020000006,20,100,0.7810897435897435,0.7922764227642276,0.8925925925925926,0.8749999999999998
q,0.1,imm,0,184.33333333333334,0.815040650406504,0.17857437899999695,20,100,0.8173076923076926,0.815040650406504,0.8907407407407406,0.8233333333333336
q,0.1,robust_kempe,0,177.36666666666667,0.7703703703703703,0.16721432999999308,15,75,0.8,0.7833333333333334,0.7703703703703703,0.8033333333333332
q,0.1,mf_bwi_fair,0,194.53333333333333,0.8599358974358976,2.9074016389999997,,,0.8599358974358976,0.8670731707317073,0.8962962962962963,0.893333333333333
q,0.1,repeated_greedy,0,195.96666666666667,0.7962962962962963,41.169970220999986,,,0.8967948717948716,0.8626016260162602,0.7962962962962963,0.8816666666666665
q,0.2,kkt_greedy,0,159.86666666666667,0.3750000000000001,0.17576143599998773,20,100,0.7467948717948717,0.753658536585366,0.7166666666666667,0.3750000000000001
q,0.2,fair_greedy,0,168.13333333333333,0.7284552845528455,0.15693162100001246,20,100,0.7439102564102563,0.7284552845528455,0.8333333333333333,0.8016666666666669
q,0.2,imm,0,169.23333333333332,0.7516260162601627,0.16113064800001098,20,100,0.7528846153846155,0.7516260162601627,0.7814814814814813,0.7616666666666666
q,0.2,robust_kempe,0,164.6,0.6925925925925926,0.15640682999998035,15,75,0.757051282051282,0.7215447154471545,0.6925925925925926,0.7116666666666666
q,0.2,mf_bwi_fair,0,190.36666666666667,0.8371794871794872,2.6446793030000038,,,0.8371794871794872,0.8552845528455284,0.8629629629629627,0.8816666666666665
q,0.2,repeated_greedy,0,185.83333333333334,0.8166666666666663,39.87489129099998,,,0.8256410256410255,0.8333333333333334,0.8499999999999998,0.8166666666666663
q,0.4,kkt_greedy,0,144.86666666666667,0.6126016260162602,0.13545349500000725,20,100,0.6727564102564101,0.6126016260162602,0.6666666666666667,0.6333333333333331
q,0.4,fair_greedy,0,131.23333333333332,0.5752032520325201,0.11871753500000182,20,100,0.5891025641025641,0.5752032520325201,0.5777777777777778,0.6199999999999999
q,0.4,imm,0,134.93333333333334,0.5737179487179487,0.11465758200000664,20,100,0.5737179487179487,0.6016260162601627,0.7185185185185186,0.65
q,0.4,robust_kempe,0,134.1,0.47962962962962974,0.11613062999998647,15,75,0.598076923076923,0.6146341463414633,0.47962962962962974,0.6433333333333333
q,0.4,mf_bwi_fair,0,175.56666666666666,0.7567307692307692,2.537771685000024,,,0.7567307692307692,0.7971544715447155,0.8240740740740741,0.8333333333333329
q,0.4,repeated_greedy,0,176.5,0.7699999999999999,35.29449286099998,,,0.7881410256410256,0.7902439024390246,0.7962962962962962,0.7699999999999999
q,0.0,kkt_greedy,1,188.03333333333333,0.7148148148148148,0.1901380280000069,20,100,0.8602564102564102,0.8682926829268293,0.7148148148148148,0.7249999999999998
q,0.0,fair_greedy,1,189.56666666666666,0.8330128205128207,0.17348670399999833,20,100,0.8330128205128207,0.8434959349593494,0.9129629629629629,0.8666666666666665
q,0.0,imm,1,191.26666666666668,0.8426282051282051,0.17492282100000978,20,100,0.8426282051282051,0.856910569105691,0.8999999999999999,0.8583333333333332
q,0.0,robust_kempe,1,188.86666666666667,0.6683333333333332,0.1806295060000025,13,65,0.8724358974358972,0.8447154471544714,0.8611111111111107,0.6683333333333332
q,0.0,mf_bwi_fair,1,199.9,0.8823717948717948,2.4061552569999947,,,0.8823717948717948,0.8959349593495936,0.935185185185185,0.8916666666666664
q,0.0,repeated_greedy,1,198.33333333333334,0.8148148148148145,39.056527387,,,0.8987179487179485,0.8951219512195123,0.8148148148148145,0.8399999999999999
q,0.05,kkt_greedy,1,181.9,0.7133333333333333,0.1724986379999791,20,100,0.8371794871794873,0.8158536585365854,0.7592592592592593,0.7133333333333333
q,0.05,fair_greedy,1,184.93333333333334,0.8101626016260163,0.15830664200001365,20,100,0.8291666666666668,0.8101626016260163,0.8666666666666666,0.8333333333333334
q,0.05,imm,1,188.36666666666667,0.8333333333333333,0.15797521800001846,20,100,0.8371794871794872,0.8333333333333333,0.8888888888888887,0.848333333333333
q,0.05,robust_kempe,1,178.66666666666666,0.5316666666666666,0.15552062699998714,13,65,0.8285256410256411,0.8296747967479675,0.7685185185185184,0.5316666666666666
q,0.05,mf_bwi_fair,1,199.96666666666667,0.8855769230769229,2.3333445600000005,,,0.8855769230769229,0.8902439024390245,0.9388888888888887,0.8983333333333331
q,0.05,repeated_greedy,1,198.1,0.855,41.08023350299999,,,0.8913461538461537,0.8873983739837398,0.8629629629629626,0.855
q,0.1,kkt_greedy,1,170.63333333333333,0.4133333333333333,0.1822327200000018,20,100,0.8134615384615383,0.7947154471544716,0.7,0.4133333333333333
q,0.1,fair_greedy,1,182.3,0.7878048780487804,0.16696640300000354,20,100,0.8057692307692307,0.7878048780487804,0.9129629629629629,0.8733333333333332
q,0.1,imm,1,182.43333333333334,0.796747967479675,0.1668627420000064,20,100,0.8089743589743591,0.796747967479675,0.898148148148148,0.8399999999999997
q,0.1,robust_kempe,1,176.13333333333333,0.6850000000000003,0.16490561599999864,13,65,0.8016025641025641,0.7792682926829269,0.8425925925925923,0.6850000000000003
q,0.1,mf_bwi_fair,1,193.13333333333333,0.8516025641025641,2.6347690569999997,,,0.8516025641025641,0.8662601626016259,0.8870370370370371,0.8783333333333332
q,0.1,repeated_greedy,1,196.13333333333333,0.8649999999999999,40.86157045499999,,,0.882371794871795,0.867479674796748,0.8851851851851851,0.8649999999999999
q,0.2,kkt_greedy,1,164.6,0.5633333333333332,0.17843201099998396,20,100,0.7737179487179486,0.7479674796747968,0.6407407407407408,0.5633333333333332
q,0.2,fair_greedy,1,170.9,0.7455284552845528,0.17344276900001887,20,100,0.7535256410256409,0.7455284552845528,0.8555555555555554,0.8
q,0.2,imm,1,170.33333333333334,0.7416666666666667,0.15423461299999985,20,100,0.7580128205128207,0.7475609756097564,0.8537037037037037,0.7416666666666667
q,0.2,robust_kempe,1,160.16666666666666,0.38166666666666665,0.14296665299997358,13,65,0.7506410256410257,0.736991869918699,0.7796296296296298,0.38166666666666665
q,0.2,mf_bwi_fair,1,190.6,0.8342948717948718,2.4101924069999825,,,0.8342948717948718,0.854878048780488,0.8944444444444443,0.8816666666666664
q,0.2,repeated_greedy,1,188.1,0.81,39.17107793699998,,,0.841025641025641,0.8463414634146343,0.8351851851851851,0.81
